"","r_idx","ENZYME","SYMBOL","ENSEMBL","ENTREZID","met_lfc","met_pval","pathway","ge_lfc","ge_pval","significant"
"61",145,"2.6.1.2","GPT2","ENSG00000166123","84706",-1.96033114545467,0.0139719750980621,"Aminoacid Metabolism",-0.957994813554918,8.13529875333592e-06,TRUE
"62",146,"2.6.1.13","OAT","ENSG00000065154","4942",-2.66581950737896,0.0164375847206483,"Aminoacid Metabolism",-0.50385789027915,0.000252078848943115,TRUE
"63",147,"2.6.1.13","OAT","ENSG00000065154","4942",-1.11773104111124,0.000303308247809779,"Aminoacid Metabolism",-0.50385789027915,0.000252078848943115,TRUE
"64",155,"4.1.1.17","ODC1","ENSG00000115758","4953",-0.770515076433534,0.0399567757642341,"Aminoacid Metabolism",-0.392834305835581,0.0490702357214394,TRUE
"65",159,"2.6.1.19","ABAT","ENSG00000183044","18",-2.10136180501475,0.0116746105205236,"Aminoacid Metabolism",1.16073290643458,5.45438524706229e-06,TRUE
"66",161,"2.6.1.1","GOT1","ENSG00000120053","2805",-3.2194068128024,0.0167251281509262,"Aminoacid Metabolism",-0.3982929304998,0.00109107398257313,TRUE
"67",161,"2.6.1.1","GOT2","ENSG00000125166","2806",-3.2194068128024,0.0167251281509262,"Aminoacid Metabolism",-0.70590315931242,5.90838707025285e-05,TRUE
"68",162,"2.6.1.1","GOT1","ENSG00000120053","2805",-1.11773104111124,0.000303308247809779,"Aminoacid Metabolism",-0.3982929304998,0.00109107398257313,TRUE
"69",162,"2.6.1.1","GOT2","ENSG00000125166","2806",-1.11773104111124,0.000303308247809779,"Aminoacid Metabolism",-0.70590315931242,5.90838707025285e-05,TRUE
"70",164,"6.3.1.2","GLUL","ENSG00000135821","2752",-1.52656411149184,0.0116746105205236,"Aminoacid Metabolism",0.564619744008253,0.000184972248769521,TRUE
"71",165,"3.5.1.2","GLS","ENSG00000115419","2744",-1.26583154810942,0.0167251281509262,"Aminoacid Metabolism",0.421330809473798,0.000683451810145955,TRUE
"72",165,"3.5.1.2","GLS2","ENSG00000135423","27165",-1.26583154810942,0.0167251281509262,"Aminoacid Metabolism",-0.843736116401653,4.49956366525798e-05,TRUE
"73",166,"6.3.5.4","ASNS","ENSG00000070669","440",-2.99876700034699,0.000303308247809779,"Aminoacid Metabolism",-0.931580765734941,6.50286460373757e-06,TRUE
"74",167,"3.5.2.9","OPLAH","ENSG00000178814","26873",-1.01611372166655,0.0167608009654276,"Gluthatione metabolism",-0.477047867841799,0.00153665069346593,TRUE
"75",172,"3.4.11.1","LAP3","ENSG00000002549","51056",-1.74606340459446,0.038469402373254,"Gluthatione metabolism",-0.294426551508147,0.00369193944322439,TRUE
"76",175,"2.3.1.4","GNPNAT1","ENSG00000100522","64841",-2.5682476649381,8.56639071998153e-05,"Aminosugar metabolism",0.388917383476141,0.00257136043737056,TRUE
